FILE                                           	SEEING	
ATLAS_15p8_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_15p9_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.67  	
ATLAS_15p9_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.76  	
ATLAS_16p0_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_16p2_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.94  	
ATLAS_16p4_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.51  	
ATLAS_16p5_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.17  	
ATLAS_16p5_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.89  	
ATLAS_16p6_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.75  	
ATLAS_17p0_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.67  	
ATLAS_17p0_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.81  	
ATLAS_17p0_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.79  	
ATLAS_17p1_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.98  	
ATLAS_17p2_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.98  	
ATLAS_17p6_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.11  	
ATLAS_17p6_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.50  	
ATLAS_17p7_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.77  	
ATLAS_17p7_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_18p1_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.68  	
ATLAS_18p1_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_18p2_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.08  	
ATLAS_18p2_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.77  	
ATLAS_18p3_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.69  	
ATLAS_18p7_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.16  	
ATLAS_18p7_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.57  	
ATLAS_18p8_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.79  	
ATLAS_18p9_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_19p3_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.71  	
ATLAS_19p3_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_19p4_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.81  	
ATLAS_19p4_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.75  	
ATLAS_19p9_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_19p9_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.52  	
ATLAS_1p2_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.93  	
ATLAS_1p3_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.59  	
ATLAS_1p3_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits  	0.73  	
ATLAS_1p5_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits  	1.27  	
ATLAS_1p6_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.89  	
ATLAS_1p6_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.82  	
ATLAS_1p8_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits  	0.83  	
ATLAS_20p1_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.81  	
ATLAS_20p4_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_20p5_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.78  	
ATLAS_20p6_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.68  	
ATLAS_21p0_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.86  	
ATLAS_21p0_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.07  	
ATLAS_21p1_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.54  	
ATLAS_21p2_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.76  	
ATLAS_21p6_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.87  	
ATLAS_21p6_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.68  	
ATLAS_21p7_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.73  	
ATLAS_22p1_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_22p1_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.07  	
ATLAS_22p2_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.66  	
ATLAS_22p4_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.79  	
ATLAS_22p7_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.78  	
ATLAS_22p7_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.69  	
ATLAS_22p9_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.19  	
ATLAS_23p2_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.00  	
ATLAS_23p2_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.13  	
ATLAS_23p4_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.61  	
ATLAS_23p6_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.81  	
ATLAS_23p8_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_23p8_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.73  	
ATLAS_23p9_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.67  	
ATLAS_24p1_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.08  	
ATLAS_24p3_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_24p4_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.10  	
ATLAS_24p6_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.66  	
ATLAS_24p8_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_24p9_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_24p9_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.74  	
ATLAS_25p0_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.64  	
ATLAS_25p2_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.65  	
ATLAS_25p3_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.96  	
ATLAS_25p4_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_25p5_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_25p7_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.68  	
ATLAS_25p9_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_26p0_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.64  	
ATLAS_26p0_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.86  	
ATLAS_26p2_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.58  	
ATLAS_26p4_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_26p4_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.73  	
ATLAS_26p5_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_26p5_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.60  	
ATLAS_26p7_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_26p9_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.58  	
ATLAS_27p0_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_27p1_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.66  	
ATLAS_27p2_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_27p3_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.56  	
ATLAS_27p6_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_27p6_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.58  	
ATLAS_27p6_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_27p6_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.67  	
ATLAS_27p8_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_28p0_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.59  	
ATLAS_28p1_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_28p3_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.64  	
ATLAS_28p4_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_28p5_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.55  	
ATLAS_28p7_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.81  	
ATLAS_28p8_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.53  	
ATLAS_28p8_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.02  	
ATLAS_28p8_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.70  	
ATLAS_28p9_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_29p2_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_29p2_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.62  	
ATLAS_29p4_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.70  	
ATLAS_29p6_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.55  	
ATLAS_29p6_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_29p8_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.85  	
ATLAS_29p9_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.59  	
ATLAS_2p0_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.94  	
ATLAS_2p0_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.92  	
ATLAS_2p0_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits  	0.70  	
ATLAS_2p4_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.59  	
ATLAS_2p4_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.79  	
ATLAS_2p5_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits  	0.52  	
ATLAS_2p7_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.89  	
ATLAS_2p7_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits  	1.41  	
ATLAS_2p8_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits  	0.72  	
ATLAS_2p9_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits  	0.66  	
ATLAS_30p0_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.04  	
ATLAS_30p0_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_30p1_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_30p3_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.96  	
ATLAS_30p4_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.69  	
ATLAS_30p5_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.70  	
ATLAS_30p7_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_30p8_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.56  	
ATLAS_30p9_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.78  	
ATLAS_31p0_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.56  	
ATLAS_31p1_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_31p2_m30p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_31p2_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.75  	
ATLAS_31p4_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_31p5_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.60  	
ATLAS_31p6_m29p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.68  	
ATLAS_31p9_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.57  	
ATLAS_31p9_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_329p1_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.82  	
ATLAS_329p2_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.25  	
ATLAS_329p4_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.09  	
ATLAS_329p6_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.03  	
ATLAS_329p6_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.79  	
ATLAS_329p8_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.57  	
ATLAS_32p0_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.87  	
ATLAS_32p1_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.56  	
ATLAS_32p3_m33p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_32p5_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.96  	
ATLAS_32p5_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_32p7_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.65  	
ATLAS_32p8_m29p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.70  	
ATLAS_330p0_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.84  	
ATLAS_330p2_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.77  	
ATLAS_330p3_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.99  	
ATLAS_330p4_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.53  	
ATLAS_330p5_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_330p7_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.05  	
ATLAS_330p7_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.75  	
ATLAS_330p9_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.61  	
ATLAS_331p0_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.75  	
ATLAS_331p1_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.87  	
ATLAS_331p4_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.81  	
ATLAS_331p5_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.68  	
ATLAS_331p6_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_331p6_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.43  	
ATLAS_331p8_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_331p9_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.77  	
ATLAS_332p1_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.58  	
ATLAS_332p2_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.69  	
ATLAS_332p3_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.87  	
ATLAS_332p5_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.79  	
ATLAS_332p7_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.97  	
ATLAS_332p7_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.52  	
ATLAS_332p8_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.53  	
ATLAS_332p9_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_333p0_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.69  	
ATLAS_333p2_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.59  	
ATLAS_333p3_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.68  	
ATLAS_333p5_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.76  	
ATLAS_333p7_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.87  	
ATLAS_333p8_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.04  	
ATLAS_333p9_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.52  	
ATLAS_334p0_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_334p0_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.68  	
ATLAS_334p1_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.73  	
ATLAS_334p3_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.61  	
ATLAS_334p5_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.69  	
ATLAS_334p6_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.75  	
ATLAS_334p8_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.02  	
ATLAS_334p9_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.88  	
ATLAS_335p0_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.97  	
ATLAS_335p1_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_335p1_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.68  	
ATLAS_335p2_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.68  	
ATLAS_335p3_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.56  	
ATLAS_335p5_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.62  	
ATLAS_335p6_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.72  	
ATLAS_335p8_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.77  	
ATLAS_335p9_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_336p1_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.09  	
ATLAS_336p1_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.99  	
ATLAS_336p2_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_336p3_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.83  	
ATLAS_336p3_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.68  	
ATLAS_336p5_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.54  	
ATLAS_336p8_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.78  	
ATLAS_336p9_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.77  	
ATLAS_337p0_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.00  	
ATLAS_337p2_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_337p3_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_337p3_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.95  	
ATLAS_337p4_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_337p5_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.82  	
ATLAS_337p7_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.39  	
ATLAS_337p8_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.59  	
ATLAS_337p9_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.85  	
ATLAS_338p1_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.02  	
ATLAS_338p1_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.75  	
ATLAS_338p2_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.00  	
ATLAS_338p4_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_338p5_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.95  	
ATLAS_338p6_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.95  	
ATLAS_338p7_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.91  	
ATLAS_338p9_m30p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.62  	
ATLAS_338p9_m36p5_z_SDSS.V0.5.6A.swarp.cut.fits	1.32  	
ATLAS_339p1_m31p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.90  	
ATLAS_339p2_m25p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.23  	
ATLAS_339p3_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_339p3_m32p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.73  	
ATLAS_339p5_m27p6_z_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_339p7_m28p6_z_SDSS.V0.5.6A.swarp.cut.fits	0.81  	
ATLAS_339p7_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.97  	
ATLAS_339p9_m35p5_z_SDSS.V0.5.6A.swarp.cut.fits	0.85  	
ATLAS_33p1_m26p6_z_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_33p1_m31p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.59  	
ATLAS_33p1_m34p5_z_SDSS.V0.5.6A.swarp.cut.fits 	0.87  	
