FILE                                           	SEEING	
ATLAS_340p3_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.16  	
ATLAS_340p4_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.37  	
ATLAS_340p4_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.29  	
ATLAS_340p6_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_340p8_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_340p9_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_341p1_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.43  	
ATLAS_341p2_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.33  	
ATLAS_341p3_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.27  	
ATLAS_341p4_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.98  	
ATLAS_341p4_m31p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.97  	
ATLAS_341p5_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_341p6_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.28  	
ATLAS_341p7_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.23  	
ATLAS_341p9_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.39  	
ATLAS_342p1_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.25  	
ATLAS_342p1_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_342p3_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.82  	
ATLAS_342p3_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.41  	
ATLAS_342p5_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.00  	
ATLAS_342p5_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_342p6_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_342p6_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.16  	
ATLAS_342p7_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.27  	
ATLAS_342p8_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_343p0_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.40  	
ATLAS_343p0_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.96  	
ATLAS_343p2_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_343p4_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.86  	
ATLAS_343p5_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.89  	
ATLAS_343p5_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.17  	
ATLAS_343p7_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.16  	
ATLAS_343p7_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.05  	
ATLAS_343p9_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.11  	
ATLAS_343p9_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.13  	
ATLAS_344p1_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.34  	
ATLAS_344p2_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.90  	
ATLAS_344p6_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.02  	
ATLAS_344p6_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.86  	
ATLAS_344p7_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.12  	
ATLAS_344p8_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_344p8_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_345p0_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.11  	
ATLAS_345p1_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.13  	
ATLAS_345p2_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.23  	
ATLAS_345p3_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.92  	
ATLAS_345p5_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.27  	
ATLAS_345p7_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.10  	
ATLAS_345p7_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.81  	
ATLAS_345p9_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.33  	
ATLAS_345p9_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_346p0_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_346p1_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_346p2_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.15  	
ATLAS_346p4_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_346p5_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.86  	
ATLAS_346p6_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.30  	
ATLAS_346p8_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.19  	
ATLAS_346p9_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.91  	
ATLAS_347p0_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.29  	
ATLAS_347p1_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.10  	
ATLAS_347p1_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.14  	
ATLAS_347p2_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_347p4_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.11  	
ATLAS_347p5_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.29  	
ATLAS_347p7_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.63  	
ATLAS_347p7_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.83  	
ATLAS_347p9_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_348p0_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.83  	
ATLAS_348p1_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.32  	
ATLAS_348p3_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.15  	
ATLAS_348p3_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.08  	
ATLAS_348p3_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_348p6_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.00  	
ATLAS_348p6_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.02  	
ATLAS_348p9_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_348p9_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.85  	
ATLAS_349p0_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.03  	
ATLAS_349p1_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_349p2_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.31  	
ATLAS_349p4_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.02  	
ATLAS_349p5_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.25  	
ATLAS_349p5_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.05  	
ATLAS_349p7_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.28  	
ATLAS_349p7_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.12  	
ATLAS_34p1_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_34p2_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_34p3_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.07  	
ATLAS_34p3_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.28  	
ATLAS_34p6_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_34p6_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.04  	
ATLAS_34p6_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.36  	
ATLAS_350p0_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.34  	
ATLAS_350p0_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.91  	
ATLAS_350p1_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.95  	
ATLAS_350p3_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.23  	
ATLAS_350p6_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.30  	
ATLAS_350p6_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.04  	
ATLAS_350p7_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.13  	
ATLAS_350p8_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.38  	
ATLAS_350p9_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_351p1_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.43  	
ATLAS_351p2_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.96  	
ATLAS_351p2_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.91  	
ATLAS_351p4_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_351p4_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.88  	
ATLAS_351p7_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.16  	
ATLAS_351p7_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.05  	
ATLAS_351p9_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.43  	
ATLAS_351p9_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.27  	
ATLAS_352p0_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.09  	
ATLAS_352p2_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.94  	
ATLAS_352p2_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_352p4_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.89  	
ATLAS_352p5_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.20  	
ATLAS_352p5_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.87  	
ATLAS_352p8_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.48  	
ATLAS_352p9_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.13  	
ATLAS_353p1_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.37  	
ATLAS_353p1_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.08  	
ATLAS_353p2_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.01  	
ATLAS_353p3_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.96  	
ATLAS_353p4_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_353p6_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.14  	
ATLAS_353p6_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.89  	
ATLAS_353p7_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.87  	
ATLAS_353p9_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.47  	
ATLAS_354p0_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_354p2_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.34  	
ATLAS_354p3_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.14  	
ATLAS_354p4_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.04  	
ATLAS_354p4_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.97  	
ATLAS_354p5_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_354p7_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_354p7_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.86  	
ATLAS_354p8_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.86  	
ATLAS_355p0_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.38  	
ATLAS_355p2_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.12  	
ATLAS_355p3_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.23  	
ATLAS_355p5_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_355p5_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_355p5_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.14  	
ATLAS_355p6_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.27  	
ATLAS_355p8_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_355p9_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.99  	
ATLAS_356p0_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.82  	
ATLAS_356p1_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.38  	
ATLAS_356p3_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_356p4_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.22  	
ATLAS_356p6_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_356p7_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.28  	
ATLAS_356p7_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_356p7_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.15  	
ATLAS_356p9_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.18  	
ATLAS_357p1_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.81  	
ATLAS_357p2_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.47  	
ATLAS_357p5_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.24  	
ATLAS_357p5_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_357p7_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.24  	
ATLAS_357p8_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_357p9_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.28  	
ATLAS_357p9_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.11  	
ATLAS_358p0_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.09  	
ATLAS_358p2_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.85  	
ATLAS_358p2_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.05  	
ATLAS_358p3_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.41  	
ATLAS_358p6_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.07  	
ATLAS_358p6_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits	0.93  	
ATLAS_358p8_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.25  	
ATLAS_359p0_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.09  	
ATLAS_359p1_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.15  	
ATLAS_359p1_m35p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.10  	
ATLAS_359p4_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.53  	
ATLAS_359p4_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits	0.90  	
ATLAS_359p4_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits	1.06  	
ATLAS_359p7_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits	1.25  	
ATLAS_35p0_m29p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.19  	
ATLAS_35p0_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.79  	
ATLAS_35p2_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.90  	
ATLAS_35p4_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.04  	
ATLAS_35p5_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.17  	
ATLAS_35p5_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.49  	
ATLAS_35p7_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_35p8_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.99  	
ATLAS_35p8_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.31  	
ATLAS_36p2_m29p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.22  	
ATLAS_36p2_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_36p3_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.96  	
ATLAS_36p5_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_36p6_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_36p7_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.41  	
ATLAS_36p8_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.00  	
ATLAS_36p9_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.17  	
ATLAS_37p0_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.29  	
ATLAS_37p3_m29p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.22  	
ATLAS_37p3_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.04  	
ATLAS_37p4_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_37p7_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.26  	
ATLAS_37p7_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.10  	
ATLAS_37p9_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_37p9_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.39  	
ATLAS_38p0_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.05  	
ATLAS_38p2_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.20  	
ATLAS_38p4_m29p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.13  	
ATLAS_38p5_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.04  	
ATLAS_38p5_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_38p8_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.11  	
ATLAS_38p8_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.06  	
ATLAS_39p0_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_39p1_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.68  	
ATLAS_39p2_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_39p3_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.23  	
ATLAS_39p5_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.80  	
ATLAS_39p6_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.99  	
ATLAS_39p6_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_39p9_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.12  	
ATLAS_3p1_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits  	1.08  	
ATLAS_3p1_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits  	0.97  	
ATLAS_3p4_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits  	1.06  	
ATLAS_3p5_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits  	1.05  	
ATLAS_3p5_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits  	1.30  	
ATLAS_3p7_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits  	1.12  	
ATLAS_3p8_m27p6_u_SDSS.V0.5.6A.swarp.cut.fits  	1.22  	
ATLAS_3p9_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits  	0.92  	
ATLAS_40p0_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.02  	
ATLAS_40p1_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.82  	
ATLAS_40p2_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.39  	
ATLAS_40p3_m30p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.50  	
ATLAS_40p5_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.25  	
ATLAS_40p7_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.92  	
ATLAS_40p7_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.84  	
ATLAS_40p8_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_41p0_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_41p1_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.00  	
ATLAS_41p2_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.80  	
ATLAS_41p4_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.38  	
ATLAS_41p4_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.11  	
ATLAS_41p7_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.27  	
ATLAS_41p8_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.07  	
ATLAS_41p8_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.97  	
ATLAS_42p0_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.74  	
ATLAS_42p1_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.35  	
ATLAS_42p2_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.82  	
ATLAS_42p3_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.88  	
ATLAS_42p6_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.28  	
ATLAS_42p6_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.02  	
ATLAS_42p9_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.11  	
ATLAS_42p9_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.18  	
ATLAS_42p9_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_43p1_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.71  	
ATLAS_43p3_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.83  	
ATLAS_43p3_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.40  	
ATLAS_43p4_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_43p7_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_43p8_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.00  	
ATLAS_44p0_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.03  	
ATLAS_44p0_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.02  	
ATLAS_44p3_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.69  	
ATLAS_44p4_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.31  	
ATLAS_44p6_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.94  	
ATLAS_44p9_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.10  	
ATLAS_45p1_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_45p2_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.05  	
ATLAS_45p5_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.74  	
ATLAS_45p5_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.29  	
ATLAS_45p5_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.89  	
ATLAS_45p7_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.91  	
ATLAS_45p8_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.37  	
ATLAS_46p0_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.28  	
ATLAS_46p2_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.99  	
ATLAS_46p2_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.96  	
ATLAS_46p4_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.99  	
ATLAS_46p6_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.72  	
ATLAS_46p6_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.11  	
ATLAS_46p6_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.87  	
ATLAS_46p9_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.78  	
ATLAS_47p1_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.31  	
ATLAS_47p1_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.29  	
ATLAS_47p3_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_47p4_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.02  	
ATLAS_47p4_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.09  	
ATLAS_47p6_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_47p7_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.73  	
ATLAS_47p7_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.17  	
ATLAS_47p8_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.82  	
ATLAS_48p0_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.75  	
ATLAS_48p3_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.37  	
ATLAS_48p3_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.29  	
ATLAS_48p4_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.00  	
ATLAS_48p5_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.06  	
ATLAS_48p6_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.95  	
ATLAS_48p7_m33p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.01  	
ATLAS_48p8_m25p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.80  	
ATLAS_48p8_m28p6_u_SDSS.V0.5.6A.swarp.cut.fits 	1.24  	
ATLAS_48p9_m32p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.75  	
ATLAS_49p2_m31p5_u_SDSS.V0.5.6A.swarp.cut.fits 	0.80  	
ATLAS_49p4_m30p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.33  	
ATLAS_49p5_m26p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.93  	
ATLAS_49p5_m36p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.40  	
ATLAS_49p7_m29p6_u_SDSS.V0.5.6A.swarp.cut.fits 	0.89  	
ATLAS_49p7_m34p5_u_SDSS.V0.5.6A.swarp.cut.fits 	1.05  	
