# IMAGENAME e1 e2 V0.5.6A RZP SEEING
OMEGA.2011-09-20T01:23:26.460 0.00935288 0.0178632 1 -0.000195000 0.755678
OMEGA.2011-08-30T02:32:38.427 0.00315823 -0.00607805 1 -0.00111200 0.963543
OMEGA.2011-08-30T02:34:18.837 0.0111244 0.00546446 1 -4.90000e-05 0.872097
OMEGA.2012-06-21T09:23:53.927 0.00825068 0.0141694 1 0.00287700 1.18665
OMEGA.2012-06-21T09:25:34.548 0.00717670 0.0163783 1 -0.00171500 0.995363
OMEGA.2013-06-21T09:01:27.857 -0.108875 0.0543877 0 0.0147720 1.41887
OMEGA.2013-06-21T09:02:57.377 -0.0670500 0.0524479 1 0.0104580 1.17703
OMEGA.2013-07-02T07:19:03.790 0.0124874 -0.0262909 1 -0.0142530 0.682309
OMEGA.2013-07-02T07:20:33.780 -0.0117716 -0.0266544 1 -0.0109770 0.713257
OMEGA.2011-08-29T03:00:41.399 0.0244629 -0.00694725 1 0.00303000 0.805873
OMEGA.2011-08-29T03:02:15.020 0.0406601 -0.0155520 1 0.00266800 0.799064
OMEGA.2011-09-30T02:44:59.897 0.00875312 -0.0154582 1 0.0100850 1.23171
OMEGA.2011-09-30T02:46:29.918 0.00200709 -0.0198285 0 0.0140340 1.33215
OMEGA.2011-10-02T04:24:56.555 -0.0259311 -0.0234235 1 -0.0156140 1.00363
OMEGA.2011-10-02T04:26:27.435 -0.0202499 -0.0256064 1 -0.0142040 1.01246
OMEGA.2011-10-04T00:56:49.790 -0.00289578 0.00133529 1 0.00397900 0.633795
OMEGA.2012-07-15T06:05:53.463 0.00297388 0.0179282 1 -0.00233100 0.877475
OMEGA.2012-07-15T06:07:19.083 0.000159316 0.00969939 0 -0.00164700 0.971903
OMEGA.2011-09-28T04:41:02.704 -0.00698428 -0.0463777 1 -0.000985000 0.790199
OMEGA.2011-09-28T04:42:27.896 0.0132192 -0.0339801 1 0.000985000 0.774951
OMEGA.2011-08-29T01:58:26.371 0.0396044 -0.0154045 1 0.0129850 0.969847
OMEGA.2011-08-29T02:00:06.532 0.0279198 -0.0138721 1 0.0154370 0.938086
OMEGA.2012-09-08T02:05:13.933 -0.00991595 0.00217201 1 -0.0144790 1.10252
OMEGA.2012-09-08T02:06:54.873 -0.0102396 0.00707663 1 -0.0139430 0.989200
OMEGA.2012-05-16T09:45:52.526 -0.00174662 -0.00544363 1 -0.00126400 0.883633
OMEGA.2012-05-16T09:47:21.707 0.00318630 0.0234815 1 0.00126400 0.931157
OMEGA.2011-09-29T02:53:36.297 -0.00689799 0.00520837 1 0.0265730 1.29349
OMEGA.2011-09-29T02:55:06.297 -0.00844572 0.00709375 1 0.0272090 1.17168
OMEGA.2011-11-23T01:31:35.602 -0.00871901 -0.0244180 1 -0.0271810 1.40099
OMEGA.2011-11-23T01:33:09.502 0.0111101 -0.0186496 1 -0.0266020 1.44809
OMEGA.2011-10-03T04:30:28.592 0.0882488 0.0546521 1 -0.00121600 0.738565
OMEGA.2011-10-03T04:31:53.603 0.0714040 0.0735507 1 0.00121600 0.746040
OMEGA.2012-05-31T08:13:12.179 0.00268217 -0.00713254 1 0.00208100 0.999836
OMEGA.2012-05-31T08:14:40.700 0.00390516 -0.00348005 1 -0.00208100 1.17127
OMEGA.2011-08-28T01:19:18.035 0.0212297 -0.0105952 0 -0.0477160 2.03887
OMEGA.2011-08-28T01:21:01.746 0.0149742 -0.0159721 0 -0.0474900 1.82470
OMEGA.2011-09-26T05:11:07.373 0.00995566 -0.00168986 1 0.0211230 1.00356
OMEGA.2011-09-26T05:12:51.404 0.00901774 -0.00544046 1 0.0179630 1.20209
OMEGA.2011-11-20T01:59:14.424 0.0531511 0.0181143 1 -0.0178940 0.977171
OMEGA.2011-11-20T02:00:57.914 0.0497972 0.0135914 1 -0.0174570 1.04579
OMEGA.2012-06-18T07:53:54.896 0.0168405 0.00232164 1 0.0447820 1.17241
OMEGA.2012-06-18T07:55:38.546 0.0120502 0.00278026 1 0.0466900 1.11263
OMEGA.2011-09-27T04:31:57.655 -0.00386983 -0.0244479 1 -0.00165300 1.14201
OMEGA.2011-09-27T04:33:26.306 -0.0173794 -0.0195844 1 0.00165300 1.00732
OMEGA.2011-08-24T05:11:19.856 -0.0130825 -0.0144558 1 0.00564200 1.28015
OMEGA.2011-08-24T05:12:53.178 -0.00186427 -0.0125101 1 0.00245600 1.27046
OMEGA.2011-09-19T01:24:42.059 0.00148593 0.0555999 1 -0.00372800 0.909453
OMEGA.2011-09-19T01:26:16.640 0.00528481 0.0641931 1 -0.00437100 0.914767
OMEGA.2011-09-05T01:34:16.565 -0.00397411 -0.0571708 1 0.0230920 0.788020
OMEGA.2011-09-05T01:35:45.716 -0.0147669 -0.0467653 1 0.0252640 0.823038
OMEGA.2012-09-20T04:22:40.564 0.00474590 0.00439809 1 -0.0134610 0.737200
OMEGA.2012-09-21T01:23:26.546 0.0272405 0.00968762 1 -0.0165800 0.874324
OMEGA.2012-09-21T01:24:55.596 0.0377879 0.00277045 1 -0.0183140 0.768170
OMEGA.2011-08-24T02:25:47.978 0.0464195 0.0113092 1 -0.00164700 1.02416
OMEGA.2011-08-24T02:27:16.940 0.0321486 0.000151246 1 0.00164700 0.865472
OMEGA.2011-08-24T03:29:09.546 0.0520524 -0.00260920 1 0.000255000 0.909670
OMEGA.2011-08-24T03:30:49.397 0.0421920 0.00166016 1 -0.000255000 0.908007
OMEGA.2011-08-27T01:53:17.348 -0.0201810 -0.0300236 0 -0.00208200 1.45286
OMEGA.2011-08-27T01:54:45.779 -0.00274804 -0.0212985 1 -0.00190500 1.33215
OMEGA.2011-09-23T02:32:09.355 -0.0147746 -0.00721789 1 0.00123900 0.884603
OMEGA.2011-09-23T02:33:34.136 -0.00694978 0.00295971 1 0.00274800 0.912759
OMEGA.2011-09-24T02:23:07.272 -0.00103096 0.000878934 1 0.0271490 1.39934
OMEGA.2011-09-24T02:24:41.093 0.00532613 -0.000777501 1 0.0274140 1.40445
OMEGA.2011-11-25T01:24:19.753 0.0147076 0.00276841 1 -0.0271960 0.898283
OMEGA.2011-11-25T01:25:49.644 0.0170110 0.00192984 1 -0.0273680 0.926604
OMEGA.2011-10-02T03:04:08.287 0.00265404 0.00158834 1 0.00119800 0.884228
OMEGA.2011-10-02T03:05:32.958 -0.0145102 -0.0139507 1 -0.00119800 1.01297
OMEGA.2011-09-24T00:49:14.307 0.0678300 -0.0396330 1 0.0376570 1.09084
OMEGA.2011-09-24T00:50:39.327 0.0299691 -0.0254491 1 0.0391670 1.03867
OMEGA.2012-06-22T07:46:42.794 -0.00572765 0.0206107 1 -0.0371630 0.699590
OMEGA.2012-06-22T07:48:11.153 -0.00387899 0.0181600 1 -0.0396610 0.708398
OMEGA.2011-08-21T03:34:03.102 0.0342254 0.00434443 1 0.0459960 1.03481
OMEGA.2011-08-21T03:35:47.502 0.0309433 0.0107178 1 0.0480750 1.06158
OMEGA.2012-09-11T01:50:45.475 -0.00374775 -0.0244857 1 -0.0482770 0.913755
OMEGA.2012-09-11T01:52:26.635 0.00860057 -0.00299880 1 -0.0457940 0.929229
OMEGA.2011-09-27T01:22:49.554 -0.0136008 0.0159167 1 -0.00120600 0.905622
OMEGA.2011-09-27T01:24:21.045 0.00900424 0.00410140 1 -0.00349400 0.922600
OMEGA.2011-09-27T03:35:51.612 -0.0232520 0.0119474 1 0.00217300 1.04834
OMEGA.2011-09-27T03:37:17.183 -0.0253212 -0.00388424 1 0.00252700 1.09983
OMEGA.2011-11-14T01:42:17.220 0.00892834 0.00967067 1 0.0131910 1.27295
OMEGA.2011-11-14T01:43:52.241 -0.00138750 0.00243526 1 0.0124160 1.38438
OMEGA.2011-11-21T01:45:20.541 0.0276200 -0.00662416 1 -0.0138120 0.931566
OMEGA.2011-11-21T01:46:54.212 0.0223348 0.0254408 1 -0.0117950 1.14767
OMEGA.2011-09-23T03:34:00.731 0.00252438 -0.0145842 1 -0.00115800 0.796436
OMEGA.2011-09-23T03:35:26.722 -0.00744747 -0.0100475 1 0.00115800 0.775402
OMEGA.2011-09-23T05:31:29.821 -0.00855571 -0.00574029 0 0.0136340 1.44186
OMEGA.2011-09-23T05:32:54.731 -0.0110579 -0.00364901 0 0.0144170 1.36459
OMEGA.2011-11-18T01:55:57.192 0.0518636 0.00856498 1 -8.30000e-05 0.769122
OMEGA.2011-11-18T01:57:25.872 0.0791947 0.0150294 1 0.00151400 0.767647
OMEGA.2011-11-22T01:20:42.802 0.0153503 -0.00432701 1 -0.0140270 0.919231
OMEGA.2011-11-22T01:22:10.043 0.00963942 0.00497521 1 -0.0154560 0.955789
OMEGA.2011-08-21T02:30:57.534 0.0675146 -0.0220555 1 -0.0124710 1.23447
OMEGA.2011-08-21T02:32:37.365 0.0692577 -0.0185585 1 -0.00902600 1.35596
OMEGA.2012-07-24T05:31:27.034 0.0532058 0.0156377 1 0.00935500 1.02466
OMEGA.2012-07-24T05:33:10.914 0.0587858 0.0142697 1 0.0121420 1.03207
OMEGA.2011-08-28T02:22:36.502 -0.00161331 -0.00683019 0 -0.00261600 1.30022
OMEGA.2011-08-28T02:24:01.403 0.0165988 0.0181422 0 0.000312000 1.55000
OMEGA.2011-09-24T03:34:31.754 -0.0537040 0.0652019 1 0.00230400 0.879554
OMEGA.2012-06-28T08:23:10.515 -0.0230183 0.0171409 1 0.000418000 0.809090
OMEGA.2012-06-28T08:24:42.336 -0.00326238 0.0350892 1 -0.000418000 0.917851
OMEGA.2012-06-28T09:41:49.717 -0.00858993 0.0164099 1 -0.000897000 0.804185
OMEGA.2012-06-28T09:43:17.177 0.00120181 0.0177762 1 0.000897000 0.774129
OMEGA.2012-07-19T05:07:48.000 -0.00368834 -0.0256961 1 -0.000603000 0.751584
OMEGA.2012-07-19T05:09:13.011 -0.00451946 -0.00906615 1 0.000603000 0.838018
OMEGA.2012-09-10T05:53:28.962 0.00949956 -0.00772622 1 -0.0138020 1.31771
OMEGA.2012-09-10T05:55:11.422 0.0364779 -0.00744224 1 -0.0158020 1.31176
OMEGA.2013-10-06T01:07:36.805 0.0229893 0.0174746 1 0.0167980 1.65969
OMEGA.2013-10-06T01:09:21.046 0.0332647 0.00261278 1 0.0128070 1.58815
OMEGA.2012-06-30T08:08:41.488 -0.0118519 -0.120399 1 0.0289440 0.630981
OMEGA.2012-06-30T08:10:08.078 0.0113634 -0.136531 1 0.0259420 0.665083
OMEGA.2012-07-27T04:33:37.283 -0.00319366 0.00720528 0 -0.0247260 1.32934
OMEGA.2012-07-27T04:35:03.423 -0.0115128 -0.00670789 1 -0.0301610 1.08476
OMEGA.2012-09-19T03:44:03.353 0.00250018 0.00476384 1 6.90000e-05 0.768507
OMEGA.2012-09-19T03:45:37.043 0.00599322 0.00982036 1 -6.90000e-05 0.744084
OMEGA.2012-08-05T05:00:50.465 0.00581323 0.0147205 1 -0.0173670 0.908413
OMEGA.2012-08-05T05:02:17.235 0.00749977 0.000771921 1 -0.0141400 0.982066
OMEGA.2012-08-24T03:29:09.908 0.00690727 0.00138060 1 0.0153180 0.843324
OMEGA.2012-08-24T03:30:36.088 0.00664531 -0.0152693 1 0.0161880 0.848589
OMEGA.2012-09-19T04:53:22.313 0.00822958 0.00198994 1 0.00136600 1.20187
OMEGA.2012-09-19T04:54:51.023 0.00507574 -0.0199472 1 0.00916300 0.993802
OMEGA.2012-09-20T03:10:32.144 0.0403054 0.0409466 1 -0.00454800 0.907467
OMEGA.2012-09-20T03:11:57.185 0.0462507 0.0419192 1 -0.00598100 0.914613
OMEGA.2012-10-11T03:06:21.696 -0.0129763 0.00198261 1 0.000670000 1.01471
OMEGA.2012-10-11T03:08:04.617 0.00128687 -0.00347023 1 -0.000670000 0.973440
OMEGA.2012-08-18T03:30:03.581 -0.00658462 -0.0104485 1 -0.00286000 1.57925
OMEGA.2012-08-18T03:31:32.131 0.00137656 0.000255397 1 0.00286000 1.45637
OMEGA.2012-05-28T09:30:03.829 -0.00766914 -0.00956013 1 0.00164800 0.791403
OMEGA.2012-05-28T09:31:37.670 0.00646602 -0.0103543 1 -0.00164800 0.842426
OMEGA.2011-09-19T04:44:34.337 0.0489883 0.0207832 1 0.0123070 0.665931
OMEGA.2011-09-19T05:40:53.710 -0.00418283 0.0191505 1 -0.00360700 0.519094
OMEGA.2011-09-19T05:42:19.791 0.00847026 0.00888535 1 -0.00869900 0.491420
OMEGA.2011-11-26T01:40:20.765 -0.00977666 -0.00284198 1 -0.00326600 1.13590
OMEGA.2011-11-26T01:41:48.345 -0.0137577 -0.00242779 1 0.00326600 0.993255
OMEGA.2011-08-31T02:34:45.129 -0.0532521 0.00899465 0 0.00236300 1.38971
OMEGA.2011-08-31T02:36:27.570 -0.102150 0.0302665 0 0.00176800 1.46302
OMEGA.2012-07-19T07:29:39.853 0.00779839 0.00635184 1 -0.00219100 0.822692
OMEGA.2012-07-19T07:31:20.033 -0.00241856 -0.00110803 1 -0.00194000 0.788983
OMEGA.2011-09-14T01:35:53.187 0.0231073 0.0238494 1 0.000644000 0.545299
OMEGA.2011-09-14T01:37:21.918 0.0125314 0.00971973 1 -0.00504500 0.499623
OMEGA.2011-09-20T05:19:01.109 -1.46006e-05 0.0173785 1 0.00166100 0.586780
OMEGA.2011-09-20T05:20:29.039 -0.0186245 0.0166796 1 0.00274000 0.593959
OMEGA.2011-09-25T05:06:42.187 -0.0384545 -0.00917681 1 -0.000313000 0.747344
OMEGA.2011-09-25T05:08:12.217 -0.0149732 -0.0247894 1 0.000313000 0.713574
OMEGA.2011-08-28T03:25:29.530 0.00827285 -0.00459864 1 0.000497000 0.982661
OMEGA.2011-08-28T03:26:54.400 0.00590035 -0.00399638 1 -0.000497000 0.924548
OMEGA.2011-09-25T02:05:51.730 0.0110792 0.00519953 1 -0.00187300 0.894666
OMEGA.2011-09-25T02:07:20.961 0.0162359 0.0500688 1 0.00187300 0.921253
OMEGA.2011-08-30T03:47:01.570 0.00110382 0.00555369 1 0.0512630 0.898154
OMEGA.2011-08-30T03:48:41.521 0.00330246 0.00749077 1 0.0544670 0.995569
OMEGA.2012-06-21T07:00:28.790 0.00556547 -0.0111421 0 -0.0482820 1.93199
OMEGA.2012-06-21T07:02:08.800 0.0166507 0.000768848 0 -0.0478070 1.46148
OMEGA.2012-07-26T07:31:22.940 0.000369669 0.000580269 1 -0.00312400 0.731210
OMEGA.2012-07-26T07:33:06.970 -0.00221187 -0.00488082 1 -0.00651700 0.716712
OMEGA.2011-08-17T06:24:38.390 0.0104131 0.00154620 1 0.000336000 0.782135
OMEGA.2011-08-17T06:26:07.291 -0.0221150 0.0271045 1 -0.000336000 0.741571
OMEGA.2011-09-19T03:05:32.840 0.000304012 0.0133847 1 8.30000e-05 0.834177
OMEGA.2011-09-19T03:07:04.579 -0.00970140 0.0162057 1 -8.30000e-05 0.803662
OMEGA.2013-07-01T09:07:28.328 0.0152168 0.00544901 1 0.000761000 0.889215
OMEGA.2013-07-01T09:08:58.458 -0.0111852 -0.000410028 1 -0.000761000 0.893786
OMEGA.2011-09-20T01:24:55.291 0.0143535 0.00820840 1 -0.000478000 0.758198
OMEGA.2011-09-20T01:26:20.272 0.0157354 0.00962641 1 0.000478000 0.778871
OMEGA.2011-08-30T02:36:02.509 0.0127005 0.00674141 1 0.000460000 0.928036
OMEGA.2011-08-30T02:37:42.639 0.0189347 0.0124497 1 -0.000334000 0.932617
OMEGA.2012-06-21T09:28:02.618 -0.00876676 0.0141426 1 -3.10000e-05 1.01299
OMEGA.2012-06-21T09:29:43.068 0.00438871 0.00559869 1 -9.50000e-05 0.987299
OMEGA.2013-06-21T09:04:34.407 -0.0895637 -0.0239715 1 0.0125180 1.21911
OMEGA.2013-06-21T09:06:03.677 -0.109795 0.0519733 0 0.0139270 1.36273
OMEGA.2013-07-02T07:22:03.780 -0.0374101 -0.0130142 1 -0.0151940 0.669097
OMEGA.2013-07-02T07:23:33.781 -0.0542713 -0.0325108 1 -0.0112520 0.724851
OMEGA.2011-08-29T03:03:49.410 0.0352104 -0.00179128 1 0.000868000 0.810987
OMEGA.2011-08-29T03:05:20.201 0.0450754 -0.00126711 1 0.00138500 0.776079
OMEGA.2011-09-30T02:49:15.059 0.0127743 -0.0274517 1 0.00924200 1.05265
OMEGA.2011-09-30T02:50:48.710 -0.00305676 -0.0152615 0 0.0151010 1.30288
OMEGA.2011-10-02T04:28:01.846 -0.000492090 -0.00231396 1 -0.0134920 0.873828
OMEGA.2011-10-02T04:29:31.697 -0.000125620 -0.0140112 1 -0.0131040 0.939052
OMEGA.2012-07-15T06:09:21.304 0.0155594 0.0190597 1 0.000756000 1.04648
OMEGA.2012-07-15T06:10:48.794 0.0126949 0.00347362 1 -0.000756000 0.893203
OMEGA.2011-09-28T04:43:53.366 -0.0242937 -0.0385087 1 0.000935000 0.793176
OMEGA.2011-09-28T04:45:20.527 -0.00681556 -0.0243724 1 -0.000935000 0.910910
OMEGA.2011-08-29T02:01:46.903 0.0321799 -0.0126133 1 0.0132360 0.982197
OMEGA.2011-08-29T02:03:30.354 0.0336525 -0.0219150 1 0.0160220 0.888178
OMEGA.2012-09-08T02:09:13.933 0.00513097 -2.70412e-05 1 -0.0145400 1.00027
OMEGA.2012-09-08T02:10:58.483 -0.0164168 0.00275911 1 -0.0147180 1.08174
OMEGA.2012-05-16T09:49:30.138 -0.00698287 -0.00236283 1 -0.000256000 0.953422
OMEGA.2012-05-16T09:50:55.039 -0.00139133 0.0184175 1 0.000256000 0.991764
OMEGA.2011-09-29T02:57:54.899 -0.00729131 0.00908113 1 0.0228370 1.03060
OMEGA.2011-09-29T02:59:26.310 -0.00432813 -0.0209743 1 0.0218970 1.06566
OMEGA.2011-11-23T01:35:02.063 0.00714114 -0.0158181 1 -0.0242600 1.43283
OMEGA.2011-11-23T01:36:32.724 -0.000603064 -0.0157008 0 -0.0204740 1.67410
OMEGA.2011-10-03T04:33:18.484 0.0682404 0.0560556 1 -0.00157000 0.713845
OMEGA.2011-10-03T04:34:43.305 0.0625809 0.0610270 1 0.00157000 0.753885
OMEGA.2012-05-31T08:16:35.171 0.00704609 -0.00809198 1 -0.00134200 1.18898
OMEGA.2012-05-31T08:18:00.112 0.00603941 -0.00198687 1 0.00134200 1.29538
OMEGA.2011-08-28T01:22:43.987 0.0144511 -0.0177433 0 -0.0533220 1.79504
OMEGA.2011-08-28T01:24:26.668 0.0293076 -0.0192139 0 -0.0469300 1.85806
OMEGA.2011-09-26T05:14:32.035 0.00955902 -0.0191206 1 0.0235200 1.15857
OMEGA.2011-09-26T05:16:17.376 0.00264520 -0.00226223 1 0.0223790 1.24300
OMEGA.2011-11-20T02:02:59.376 0.0580122 0.0259037 1 -0.0155550 0.970219
OMEGA.2011-11-20T02:04:42.986 0.0500108 0.0127844 1 -0.0143690 1.08692
OMEGA.2012-06-18T07:58:02.046 0.000252358 0.0104517 1 0.0415160 1.09299
OMEGA.2012-06-18T07:59:44.557 0.0133166 0.0140999 1 0.0427620 0.980589
OMEGA.2011-09-27T04:34:51.137 -0.0242314 -0.0102157 1 0.00135900 1.00050
OMEGA.2011-09-27T04:36:16.027 -0.0158824 -0.0158887 1 -0.00135900 0.922940
OMEGA.2011-09-24T02:26:11.144 0.00167475 -0.00323029 1 0.0258500 1.50120
OMEGA.2011-09-24T02:27:41.454 -0.00128007 -0.00811616 1 0.0270250 1.59846
OMEGA.2011-11-25T01:27:48.695 0.0136272 0.00720655 1 -0.0270380 1.02504
OMEGA.2011-11-25T01:29:22.706 0.0118297 0.000641928 1 -0.0258370 1.34375
OMEGA.2011-10-02T03:07:00.789 0.00988205 -0.0369423 1 0.000644000 0.996961
OMEGA.2011-10-02T03:08:26.899 -0.0165898 -0.0690984 1 -0.000644000 0.870830
OMEGA.2011-09-24T00:52:09.018 0.0267317 -0.0385586 1 0.0402110 1.11096
OMEGA.2011-09-24T00:53:36.729 0.0358906 -0.0427476 1 0.0407390 1.15357
OMEGA.2012-06-22T07:50:07.524 -0.0212483 0.0387317 1 -0.0403110 0.696848
OMEGA.2012-06-22T07:51:32.374 -0.0301158 0.0408273 1 -0.0406390 0.664168
OMEGA.2011-08-21T03:37:27.444 0.0365599 0.00720073 1 0.0470070 1.08609
OMEGA.2011-08-21T03:39:07.495 0.0303272 0.00710003 1 0.0487620 1.11143
OMEGA.2012-09-11T01:54:37.526 0.0116747 -0.0129484 1 -0.0477150 0.984549
OMEGA.2012-09-11T01:56:21.166 0.00873811 -0.0186290 1 -0.0480540 0.888719
OMEGA.2011-09-27T01:25:46.206 -0.00309201 0.00396701 1 -0.00310400 0.890819
OMEGA.2011-09-27T01:27:12.697 -0.00685520 0.000711344 1 -0.00219800 0.893331
OMEGA.2011-09-27T03:38:44.814 -0.0192282 0.0217798 1 0.00261000 1.06205
OMEGA.2011-09-27T03:40:11.385 -0.0166149 -0.0203635 1 0.00269300 0.960780
OMEGA.2011-08-24T05:14:23.010 -0.0106087 -0.0187936 1 0.00384700 1.25139
OMEGA.2011-08-24T05:15:56.609 0.0308463 -0.00549453 1 0.00235600 1.32224
OMEGA.2011-09-19T01:27:49.271 0.0296306 0.0473907 1 -0.00358300 0.940779
OMEGA.2011-09-19T01:29:19.592 0.00236214 0.0405512 1 -0.00262000 0.885927
OMEGA.2011-09-05T01:37:10.617 -0.00103552 -0.0335626 1 0.0229760 0.788042
OMEGA.2011-09-05T01:38:35.547 0.0120219 -0.0140929 1 0.0209130 0.788616
OMEGA.2012-09-21T01:26:58.787 0.0164406 0.0137432 1 -0.0207700 0.859873
OMEGA.2012-09-21T01:28:23.797 0.0142817 -0.0197367 1 -0.0231190 0.936232
OMEGA.2011-08-24T02:28:45.930 0.0350212 0.0100600 1 0.000311000 0.748071
OMEGA.2011-08-24T02:30:12.261 0.0184483 0.0114519 1 -0.000311000 0.797305
OMEGA.2011-08-24T03:32:33.218 0.0314812 -0.00544767 1 -0.00100100 0.912660
OMEGA.2011-08-24T03:34:13.339 0.0447878 -0.00143111 1 0.00100100 0.999059
OMEGA.2011-08-27T01:56:10.570 -0.00629599 0.00292235 0 0.000855000 1.49858
OMEGA.2011-08-27T01:57:37.781 -0.0145168 -0.00589625 0 0.000480000 1.66812
OMEGA.2011-09-23T02:35:02.246 0.00343279 0.000432520 1 0.00100000 0.952494
OMEGA.2011-09-23T02:36:31.848 0.00560406 0.00806138 1 -0.00233600 0.917857
OMEGA.2011-11-14T01:45:46.662 -0.00120488 0.000920089 1 0.0207960 1.44885
OMEGA.2011-11-14T01:47:18.004 0.0126241 -0.00974124 1 0.0165410 1.40564
OMEGA.2011-11-21T01:48:54.103 0.0302733 0.00373565 1 -0.0173280 0.962276
OMEGA.2011-11-21T01:50:24.164 0.00170079 0.00956952 1 -0.0200090 0.994158
OMEGA.2011-09-23T03:36:51.613 -0.0143927 0.000356769 1 -0.000568000 0.772089
OMEGA.2011-09-23T03:38:20.044 -0.0149165 -0.0260746 1 0.000568000 0.917582
OMEGA.2011-09-23T05:34:24.133 -0.0169956 -0.00141266 1 0.0123950 1.40293
OMEGA.2011-09-23T05:35:54.433 -0.00590268 -0.0114724 1 0.00937000 1.20707
OMEGA.2011-11-18T01:59:14.134 0.124496 0.0139279 1 0.000937000 0.857877
OMEGA.2011-11-18T02:00:40.995 0.120607 0.0480151 1 0.00241500 0.901888
OMEGA.2011-11-22T01:23:58.144 0.0209806 0.00278572 1 -0.0120710 1.20948
OMEGA.2011-11-22T01:25:22.805 0.0285386 -0.000928425 1 -0.0130460 1.32775
OMEGA.2011-08-21T02:34:20.997 0.0679750 -0.0275209 1 -0.0132820 1.20381
OMEGA.2011-08-21T02:36:00.738 0.0709379 -0.0283303 1 -0.0128610 1.19378
OMEGA.2012-07-24T05:36:33.555 0.0567110 0.00950174 1 0.0137190 1.12096
OMEGA.2012-07-24T05:38:13.814 0.0587887 0.0126951 1 0.0124240 0.977159
OMEGA.2011-08-28T02:25:26.354 0.00304925 -0.0187781 0 -0.00241700 1.35387
OMEGA.2011-08-28T02:26:51.205 0.00793765 0.0113507 1 -0.00626700 1.18265
OMEGA.2011-09-24T03:35:59.165 -0.0650194 0.0692616 1 0.00514000 0.925629
OMEGA.2011-09-24T03:37:25.075 -0.0749203 0.0573852 1 0.00354400 0.937610
OMEGA.2012-06-28T08:27:53.576 -0.0205120 0.0145153 1 -0.000245000 0.781406
OMEGA.2012-06-28T08:29:24.897 -0.0158618 0.0241296 1 0.000245000 0.882375
OMEGA.2012-06-28T09:45:27.618 -0.0200138 0.0249689 1 0.000717000 0.845251
OMEGA.2012-06-28T09:46:58.278 -0.000730862 0.0274809 1 -0.000717000 0.718033
OMEGA.2012-07-19T05:11:11.581 -0.00385922 -0.00372552 1 -0.00127000 0.808613
OMEGA.2012-07-19T05:12:41.121 0.00807159 0.00185327 1 0.00127000 0.746800
OMEGA.2012-09-10T05:57:28.523 0.0222733 -0.0185473 1 -0.00923800 1.43701
OMEGA.2012-09-10T05:59:10.843 0.0346904 -0.0175066 1 -0.0137110 1.27200
OMEGA.2013-10-06T01:11:05.266 0.0417327 0.0236132 1 0.0122290 1.51497
OMEGA.2013-10-06T01:12:50.226 0.0364206 0.0270825 1 0.0107190 1.60016
OMEGA.2012-06-30T08:12:24.069 0.0276818 -0.133296 1 0.0323130 0.681860
OMEGA.2012-06-30T08:13:53.919 -0.0144258 -0.102044 1 0.0272010 0.670408
OMEGA.2012-07-27T04:37:11.533 0.000813552 0.0135869 1 -0.0294150 1.13916
OMEGA.2012-07-27T04:38:37.933 -0.00953664 0.00709170 1 -0.0300990 1.14053
OMEGA.2012-09-19T03:47:48.144 0.000604861 0.00675407 1 -0.000121000 0.752268
OMEGA.2012-09-19T03:49:21.984 0.00789487 0.00844839 1 0.000121000 0.780806
OMEGA.2012-08-05T05:09:56.806 0.0209871 -0.00428712 1 -0.0150090 1.18809
OMEGA.2012-08-05T05:11:21.727 0.0165542 0.0107282 1 -0.0164760 0.989976
OMEGA.2012-08-24T03:32:53.828 0.00393908 -0.0169800 1 0.0163510 0.905423
OMEGA.2012-08-24T03:34:19.198 -0.00535383 -0.00867143 1 0.0151340 0.882497
OMEGA.2012-09-19T04:56:49.094 -0.0211942 0.0122270 0 0.00571000 1.53744
OMEGA.2012-09-19T04:58:13.843 0.0533670 -0.00539306 0 0.00912800 1.40170
OMEGA.2012-09-20T03:14:03.615 0.0570918 0.0139597 1 -0.00600600 0.871730
OMEGA.2012-09-20T03:15:30.575 0.0439905 0.0228989 1 -0.00883200 0.834086
OMEGA.2012-10-11T03:10:15.827 -0.00200241 0.0279998 1 -0.00183900 1.16614
OMEGA.2012-10-11T03:11:56.717 -0.00116456 0.00667791 1 0.00183900 1.14055
OMEGA.2012-08-18T03:33:32.521 0.00422520 -0.00655549 1 0.00201400 1.67967
OMEGA.2012-08-18T03:34:58.511 0.00220873 0.00463728 1 -0.00201400 1.21016
OMEGA.2012-05-28T09:34:02.411 -0.00352796 -0.0207537 1 0.000464000 0.750478
OMEGA.2012-05-28T09:35:33.962 0.00552148 0.0102437 1 -0.000464000 0.714992
OMEGA.2011-09-19T05:43:48.662 -0.000507246 0.0120717 1 0.00798700 0.516854
OMEGA.2011-09-19T05:45:13.553 0.0206087 0.000938415 1 -0.00798700 0.563547
OMEGA.2011-11-26T01:43:39.096 0.00524160 0.00371797 1 0.00721000 0.922416
OMEGA.2011-11-26T01:45:06.478 0.00483872 -0.0276001 1 -0.00721000 0.991831
OMEGA.2011-08-31T02:38:12.711 -0.100272 0.0126124 0 0.000973000 1.31407
OMEGA.2011-08-31T02:39:52.582 -0.114061 0.0371445 0 0.00214500 1.51663
OMEGA.2012-07-19T07:33:52.144 -0.00219963 0.0115610 1 -0.000869000 0.735769
