# IMAGENAME e1 e2 V0.5.6A RZP SEEING
OMEGA.2013-03-15T05:59:04.574 0.00471545 -0.0367473 1 -0.000234000 0.868967
OMEGA.2013-03-15T06:00:31.345 -0.00248106 -0.0270003 1 0.000234000 0.884984
OMEGA.2013-03-05T08:19:20.734 -0.0553344 -0.0187498 1 0.000853000 0.958226
OMEGA.2013-03-05T08:20:50.215 -0.00796489 -0.0379234 1 -0.000853000 1.02603
OMEGA.2012-05-19T03:26:26.364 0.00520948 0.00459067 1 -0.00212600 1.54104
OMEGA.2012-05-19T03:27:56.366 0.0117975 0.00347843 1 0.00212600 1.40281
OMEGA.2012-06-26T02:06:08.278 -0.0123873 -0.0247748 1 -0.00132100 0.996191
OMEGA.2012-06-26T02:07:33.188 0.00499270 0.0119994 1 0.00132100 0.899896
OMEGA.2013-03-12T08:12:19.996 -0.00791123 -0.0189210 1 -0.000815000 0.927969
OMEGA.2013-03-12T08:13:45.296 0.00229809 -0.0224207 1 0.000815000 0.914427
OMEGA.2013-03-13T08:08:13.516 0.00481315 0.0255329 1 0.00102300 0.969438
OMEGA.2013-03-13T08:10:05.696 0.00478258 0.0291448 1 -0.00102300 0.973482
OMEGA.2012-06-26T00:06:55.111 0.0126275 0.00166370 1 -0.0210020 0.715652
OMEGA.2012-06-26T00:08:23.881 0.0229547 -0.00521752 1 -0.0250460 0.656505
OMEGA.2012-07-14T23:50:54.509 -0.00471348 -0.0115292 1 0.00690900 1.43267
OMEGA.2012-07-14T23:52:23.489 -0.0134764 -0.0223010 1 0.00728400 1.49204
OMEGA.2012-07-15T23:46:47.725 0.000723660 -0.0128937 1 0.0142990 1.61574
OMEGA.2012-07-15T23:48:12.885 0.00279927 -0.0163271 1 0.0175570 1.59888
OMEGA.2012-04-16T05:33:18.048 0.0210086 0.00510701 1 0.00132200 1.18549
OMEGA.2012-04-16T05:34:48.309 0.0127998 -0.00533471 1 -0.00132200 1.19862
OMEGA.2012-05-29T03:52:26.870 0.00494432 -0.0260649 1 -0.00505900 1.42428
OMEGA.2012-05-29T03:53:55.472 0.0109810 -0.0338186 0 -0.0110070 1.78710
OMEGA.2012-07-19T23:42:21.263 -0.0126343 -0.0251856 1 0.00571500 0.913640
OMEGA.2012-07-19T23:43:46.613 -0.0105810 -0.0238675 1 0.0103520 1.10934
OMEGA.2012-07-17T23:45:28.246 -0.0115100 -0.0408630 1 -0.00177300 0.844565
OMEGA.2012-07-17T23:46:59.117 -0.00927598 -0.0140493 1 0.00177300 0.858737
OMEGA.2013-03-13T06:34:00.109 -0.0148199 0.00606873 1 0.000729000 1.17897
OMEGA.2013-03-13T06:35:46.370 -0.0256046 0.00462879 1 -0.000729000 0.988298
OMEGA.2012-05-29T02:46:28.440 -0.0109486 -0.0339672 1 0.00268300 1.23682
OMEGA.2012-05-29T02:47:54.641 0.0138496 -0.0475572 1 -0.00268300 1.88764
OMEGA.2013-03-14T06:52:08.261 -0.0398429 -0.0115667 1 -0.000322000 1.17220
OMEGA.2013-03-14T06:53:48.321 -0.0300281 -0.0130272 1 0.000322000 1.19255
OMEGA.2013-03-26T05:51:30.299 0.0993322 0.0336475 1 -0.0594350 0.658491
OMEGA.2013-03-26T05:53:04.109 0.111427 0.0307477 1 -0.0542650 0.748133
OMEGA.2013-06-16T01:47:16.304 -0.0132754 -0.0200467 0 0.0313330 1.65402
OMEGA.2013-06-16T01:48:48.044 -0.00935694 -0.00418380 0 0.0274940 1.87422
OMEGA.2013-07-12T23:51:33.045 0.0104700 -0.0224897 1 0.0289010 0.950400
OMEGA.2013-07-12T23:53:03.044 -0.00503389 -0.0186966 1 0.0259730 0.898013
OMEGA.2013-03-15T07:01:20.745 -0.0176797 0.00846502 1 -4.10000e-05 1.00409
OMEGA.2013-03-15T07:02:46.295 -0.0150986 0.00892461 1 4.10000e-05 0.985333
OMEGA.2013-03-26T04:51:25.337 0.0901409 0.0146547 1 -0.0326820 0.669097
OMEGA.2013-03-26T04:52:57.937 0.0898280 0.00347508 1 -0.0242960 0.609265
OMEGA.2013-04-03T07:04:58.063 -0.0229078 -0.00386008 1 0.0289520 0.897611
OMEGA.2013-04-03T07:06:30.923 -0.00298750 0.00692409 1 0.0280260 0.862972
OMEGA.2013-03-18T08:18:49.807 -0.0187194 -0.00558717 1 0.000327000 1.07209
OMEGA.2013-03-18T08:20:20.347 -0.0114769 -0.0140767 1 -0.000327000 0.951951
OMEGA.2013-03-25T04:51:54.979 0.0399045 0.0364498 1 -0.0293090 1.15887
OMEGA.2013-03-25T04:53:20.750 0.0199101 0.0170176 1 -0.0263100 1.16408
OMEGA.2013-04-21T05:52:26.904 -0.0413035 -0.107054 1 0.00951400 0.898877
OMEGA.2013-04-21T05:53:55.044 -0.0588941 -0.0851150 1 0.0109060 0.929111
OMEGA.2013-04-29T04:52:39.042 0.0224090 -0.0237390 1 -0.00954900 0.598752
OMEGA.2013-04-29T04:54:08.152 0.00824100 -0.0424340 1 -0.0115060 0.604960
OMEGA.2013-06-15T23:43:07.044 0.00152221 -0.0254665 1 0.0317110 1.14352
OMEGA.2013-06-15T23:44:36.344 0.00858181 -0.0132970 0 0.0245440 1.30819
OMEGA.2013-03-15T06:01:57.735 -0.00512320 -0.0225759 1 6.20000e-05 1.07867
OMEGA.2013-03-15T06:03:23.045 -0.0208063 -0.0336775 1 -6.20000e-05 0.816864
OMEGA.2013-03-05T08:22:20.175 -0.0148101 -0.0300976 1 9.80000e-05 0.816592
OMEGA.2013-03-05T08:23:47.155 -0.0378333 -0.0601363 1 -9.80000e-05 0.809782
OMEGA.2012-05-19T03:30:09.807 -0.000599827 0.0168922 1 0.00107500 0.900869
OMEGA.2012-05-19T03:31:39.988 0.00491963 0.0101413 1 -0.00107500 0.910731
OMEGA.2012-06-26T02:09:34.828 0.0217368 -0.0259272 1 0.00110900 1.04263
OMEGA.2012-06-26T02:10:59.739 0.00462925 -0.0126000 1 -0.00110900 0.992861
OMEGA.2013-03-12T08:15:21.866 0.00819434 -0.0479711 1 -0.000792000 0.863659
OMEGA.2013-03-12T08:17:03.117 0.0160119 -0.0463149 1 0.000792000 0.878689
OMEGA.2013-03-13T08:11:55.666 -0.00205182 0.0243620 1 0.000476000 0.922781
OMEGA.2013-03-13T08:13:44.286 0.00810162 0.0232973 1 -0.000476000 0.928232
OMEGA.2012-06-26T00:10:32.422 0.0237546 0.00860343 1 -0.0225560 0.642120
OMEGA.2012-06-26T00:11:57.312 0.0447318 0.00868437 1 -0.0242630 0.646274
OMEGA.2012-07-14T23:54:25.550 -0.00926905 0.00693257 1 0.00940500 1.42646
OMEGA.2012-07-14T23:55:54.420 0.00392749 -0.00784119 0 0.00365700 1.71581
OMEGA.2012-07-15T23:50:17.966 -0.00342566 -0.0103330 1 0.0186410 1.56742
OMEGA.2012-07-15T23:51:43.226 -0.0236188 -0.0119297 1 0.0151150 1.23596
OMEGA.2012-04-16T05:37:07.841 0.0231437 -0.00691554 1 -0.000130000 1.13560
OMEGA.2012-04-16T05:38:37.882 0.0248122 -0.00264343 1 0.000130000 1.09858
OMEGA.2012-05-29T03:55:52.622 -0.0182967 -0.0315729 0 -0.00559500 2.24574
OMEGA.2012-05-29T03:57:18.244 0.0161920 -0.0156312 1 -0.00178400 1.35889
OMEGA.2012-07-19T23:45:52.033 -0.00827768 -0.0222916 1 0.00552500 0.912697
OMEGA.2012-07-19T23:47:16.894 -0.0157343 -0.0198576 1 0.00185400 0.868913
OMEGA.2012-07-17T23:48:59.977 -0.0197493 0.00341578 1 0.00122500 0.847997
OMEGA.2012-07-17T23:50:27.147 0.00462018 -0.0155598 1 -0.00122500 0.724837
OMEGA.2013-03-13T06:37:32.310 -0.0194365 0.00542521 1 0.00113900 1.00830
OMEGA.2013-03-13T06:39:28.000 -0.0194642 0.00114416 1 -0.00113900 1.04427
OMEGA.2012-05-29T02:50:01.313 -0.00499926 -0.0353545 1 -0.00651800 1.38318
OMEGA.2012-05-29T02:51:26.044 -0.0198820 -0.0509599 1 0.00651800 1.20634
OMEGA.2013-03-14T06:55:35.272 -0.0378465 -0.00742278 1 0.00463400 1.08077
OMEGA.2013-03-14T06:57:19.502 -0.0119779 -0.0139307 1 -0.00463400 1.31027
OMEGA.2013-03-26T05:54:30.239 0.00956887 0.0528491 1 -0.0596450 0.644119
OMEGA.2013-03-26T05:56:01.229 0.0423031 0.0330738 1 -0.0540210 0.714524
OMEGA.2013-06-16T01:50:17.354 -0.00594947 -0.00494805 0 0.0300750 1.57894
OMEGA.2013-06-16T01:51:47.025 -0.00898722 -0.00427978 0 0.0276900 1.61739
OMEGA.2013-07-12T23:54:32.904 0.0227407 -0.0158241 1 0.0288370 0.879754
OMEGA.2013-07-12T23:56:03.055 0.0134482 -0.0337193 1 0.0270640 1.12846
OMEGA.2013-03-15T07:04:14.476 0.00271441 0.00166073 1 0.000729000 0.965052
OMEGA.2013-03-15T07:05:42.896 -0.0176355 0.0126997 1 -0.000729000 0.986537
OMEGA.2013-03-26T04:54:32.147 0.0831666 0.00600667 1 -0.0303710 0.603880
OMEGA.2013-03-26T04:55:59.228 0.116721 0.0440228 1 -0.0358380 0.726655
OMEGA.2013-04-03T07:08:11.013 -0.0344461 0.0166699 1 0.0331090 1.02512
OMEGA.2013-04-03T07:09:42.424 -0.0196759 0.00515881 1 0.0330990 0.945169
OMEGA.2013-03-18T08:21:51.008 -0.0122735 -0.0246921 1 0.00145700 1.02403
OMEGA.2013-03-18T08:23:24.358 -0.00451054 -0.0184869 1 -0.00145700 1.04940
OMEGA.2013-03-25T04:54:59.520 0.0194636 0.0364030 1 -0.0211970 1.19536
OMEGA.2013-03-25T04:56:25.300 0.0280132 0.0376124 0 -0.0240760 1.43846
OMEGA.2013-04-21T05:59:44.425 0.0155349 0.0100889 1 0.00244800 0.740139
OMEGA.2013-04-21T06:01:12.965 0.0411609 -0.0287691 1 -0.00268900 0.700073
OMEGA.2013-04-29T04:55:37.422 -0.0183906 -0.0643680 1 -0.00887900 0.682158
OMEGA.2013-04-29T04:57:06.833 -0.0431669 -0.0301323 1 -0.00824000 0.691684
OMEGA.2013-06-15T23:46:06.045 -0.00417453 -0.00868739 0 0.0319470 1.67785
OMEGA.2013-06-15T23:47:35.435 -0.00364946 -0.00212233 0 0.0306860 2.06896
OMEGA.2013-03-15T06:04:51.515 -0.00733099 -0.0325346 1 0.000303000 0.849053
OMEGA.2013-03-15T06:06:16.776 -0.00543382 -0.0361706 1 -0.000303000 0.903614
OMEGA.2013-03-05T08:25:12.575 0.0175425 -0.00337207 1 0.00282100 0.971246
OMEGA.2013-03-05T08:26:41.076 -0.0269293 -0.0147717 1 -0.00282100 0.872581
OMEGA.2012-05-19T03:33:46.680 0.00813402 0.0114830 1 -2.60000e-05 1.02223
OMEGA.2012-05-19T03:35:17.390 0.00561954 0.0170102 1 2.60000e-05 0.931254
OMEGA.2012-06-26T02:12:59.679 0.0148314 -0.0153816 1 0.00147200 1.05909
OMEGA.2012-06-26T02:14:28.529 0.00426581 -0.0105967 1 -0.00147200 1.00373
OMEGA.2013-03-12T08:18:37.747 -0.0227290 -0.0301433 1 -0.000699000 0.840653
OMEGA.2013-03-12T08:20:13.107 -0.0414154 -0.0452942 1 0.000699000 0.890511
OMEGA.2013-03-13T08:15:34.497 0.0126158 0.0270999 1 0.00121100 0.841087
OMEGA.2013-03-13T08:17:22.037 0.00927663 0.0273753 1 -0.00121100 0.885415
OMEGA.2012-06-26T00:14:07.003 0.0484776 -0.00536240 1 -0.0226030 0.649525
OMEGA.2012-06-26T00:15:34.612 0.0573962 -0.00209052 1 -0.0193950 0.670513
OMEGA.2012-07-14T23:57:54.370 -0.0111689 0.00537540 0 0.00645400 1.58823
OMEGA.2012-07-14T23:59:19.490 -0.0161889 -0.0250789 0 0.00842900 1.71020
OMEGA.2012-07-15T23:53:47.286 -0.00443854 -0.00860850 1 0.0140680 1.16804
OMEGA.2012-07-15T23:55:16.027 0.00523423 -0.00429769 1 0.0130460 1.26883
OMEGA.2012-04-16T05:40:51.573 0.0273975 0.00224985 1 -8.10000e-05 1.10155
OMEGA.2012-04-16T05:42:25.254 0.0164587 0.0140943 1 8.10000e-05 0.977134
OMEGA.2012-05-29T03:59:20.775 -0.0297618 -0.0435086 0 -0.000210000 1.68832
OMEGA.2012-05-29T04:00:48.326 -0.00206539 -0.0234619 1 -0.00370500 1.24580
OMEGA.2012-07-19T23:49:20.964 -0.00419570 -0.0234019 1 0.00262800 0.858982
OMEGA.2012-07-19T23:50:50.254 0.00430492 -0.0191674 1 0.00128700 0.868102
OMEGA.2012-07-17T23:55:31.168 0.00484084 -0.00205329 1 -0.00126300 0.716274
OMEGA.2012-07-17T23:57:02.388 -0.0167266 0.00551648 1 0.00126300 0.849192
OMEGA.2013-03-13T06:41:17.631 -0.0226784 0.00187670 1 0.00202200 1.18715
OMEGA.2013-03-13T06:43:05.031 -0.0278181 -0.00482669 1 -0.00202200 0.982413
OMEGA.2012-05-29T02:53:33.905 -0.00798629 -0.0138969 1 -0.00752500 1.34379
OMEGA.2012-05-29T02:55:02.766 -0.0240919 -0.0529033 1 0.00752500 1.19697
OMEGA.2013-03-14T06:59:03.542 -0.0268640 -0.0103769 1 -0.000169000 1.15542
OMEGA.2013-03-14T07:00:41.372 -0.0337296 -0.0102826 1 0.000169000 1.27261
OMEGA.2013-03-26T05:57:34.600 0.0423738 0.0385815 1 -0.0594670 0.627081
OMEGA.2013-03-26T05:59:05.241 0.126814 0.0874929 1 -0.0473470 0.832576
OMEGA.2013-06-16T01:53:16.535 0.000186012 -0.0101979 0 0.0303080 1.81813
OMEGA.2013-06-16T01:54:46.055 -0.0315083 -0.00643071 0 0.0302360 1.51121
OMEGA.2013-07-12T23:57:33.065 0.00250912 -0.0516197 1 0.0258940 0.874832
OMEGA.2013-07-12T23:59:03.055 -0.00171617 -0.0131748 1 0.0203750 0.798118
OMEGA.2013-03-15T07:07:11.336 -0.00760325 -0.00769828 1 -0.000368000 0.928863
OMEGA.2013-03-15T07:08:36.996 0.0162091 -0.0112255 1 0.000368000 0.948596
OMEGA.2013-03-26T04:57:29.748 0.103905 0.00691548 1 -0.0291210 0.664390
OMEGA.2013-03-26T04:59:00.239 0.124077 0.0232240 1 -0.0335130 0.696377
OMEGA.2013-04-03T07:11:13.583 -0.0153181 0.00516530 1 0.0269430 0.891223
OMEGA.2013-04-03T07:12:38.854 0.0118399 0.000259113 1 0.0356910 0.981227
OMEGA.2013-03-18T08:24:54.658 -0.000542598 -0.000865878 1 0.00152000 0.970112
OMEGA.2013-03-18T08:26:25.349 -0.0242472 -0.0371789 1 -0.00152000 1.01629
OMEGA.2013-03-25T04:57:52.250 0.0484979 0.0431438 1 -0.0228070 1.25586
OMEGA.2013-03-25T04:59:29.141 0.0531383 0.0312780 0 -0.0249250 1.28479
OMEGA.2013-04-21T06:02:40.225 0.0187916 -0.0545694 1 -0.000805000 0.790426
OMEGA.2013-04-21T06:04:07.536 0.000528172 -0.0152267 1 -0.000522000 0.786577
OMEGA.2013-04-29T04:58:35.973 0.0302184 -0.0548884 1 -0.0114100 0.637402
OMEGA.2013-04-29T05:00:07.034 -0.0631068 -0.0320468 1 -0.00694400 0.661152
OMEGA.2013-06-15T23:49:07.085 -0.00128101 -0.00513678 0 0.0359920 1.58063
OMEGA.2013-06-15T23:50:36.355 -0.0416123 -0.00308297 0 0.0314200 1.38052
OMEGA.2013-03-15T06:07:42.646 0.0232470 -0.0249507 1 -0.000645000 0.992126
OMEGA.2013-03-15T06:09:07.956 0.00217791 -0.0230343 1 0.000645000 1.07451
OMEGA.2013-03-05T08:28:12.256 -0.0644632 -0.0258564 1 0.00143900 0.865174
OMEGA.2013-03-05T08:29:42.516 0.0136615 -0.0198786 1 -0.00143900 0.895543
OMEGA.2012-05-19T03:37:27.252 0.00904288 0.0167628 1 0.000461000 0.968414
OMEGA.2012-05-19T03:38:57.243 0.00127289 0.0182785 1 -0.000461000 1.05656
OMEGA.2012-06-26T02:16:27.579 0.00229341 -0.0281940 1 0.000267000 1.00149
OMEGA.2012-06-26T02:17:52.750 -0.00387542 -0.0307458 1 -0.000267000 1.11926
OMEGA.2013-03-12T08:21:46.838 0.0206425 -0.0436860 1 0.000408000 0.829575
OMEGA.2013-03-12T08:23:21.358 0.0255691 -0.0424984 1 -0.000408000 0.800079
OMEGA.2013-03-13T08:19:18.008 0.00858892 0.0294832 1 -0.000171000 0.858903
OMEGA.2013-03-13T08:21:11.908 0.00823155 0.0274995 1 0.000171000 0.967066
OMEGA.2012-06-26T00:17:40.193 0.0363663 -0.00675150 1 -0.0180160 0.652348
OMEGA.2012-06-26T00:19:08.813 0.0456127 0.00838119 1 -0.0182160 0.630071
OMEGA.2012-07-15T00:01:22.341 -0.0283759 -0.0245711 0 0.00929600 1.52885
OMEGA.2012-07-15T00:02:52.511 -0.00567891 -0.0142315 1 0.00752400 1.28324
OMEGA.2012-07-15T23:57:15.337 0.00691667 -0.0305582 1 0.0101540 1.08606
OMEGA.2012-07-15T23:58:41.097 0.0265060 -0.0125827 1 0.00925800 1.04199
OMEGA.2012-04-16T05:44:38.555 0.0314817 0.0109604 1 0.000234000 1.07054
OMEGA.2012-04-16T05:46:08.786 0.0393674 0.0147148 1 -0.000234000 0.991726
OMEGA.2012-05-29T04:02:47.337 -0.0154616 -0.00995857 1 -0.00314000 1.36401
OMEGA.2012-05-29T04:04:16.009 -0.00587781 -0.0189970 0 -0.000400000 1.65717
OMEGA.2012-07-19T23:52:55.024 -0.0109119 -0.0314151 1 0.00149600 0.899907
OMEGA.2012-07-19T23:54:23.485 -0.00554126 -0.0334889 1 0.00204400 0.868067
OMEGA.2012-07-17T23:59:00.859 -0.00869454 -0.00418762 1 -0.00136400 0.731341
OMEGA.2012-07-18T00:00:30.779 0.0126144 -0.00287281 1 0.00136400 0.753408
OMEGA.2013-03-13T06:44:54.771 -0.0214725 -0.00206587 1 -0.00224200 1.07787
OMEGA.2013-03-13T06:46:46.631 -0.0188839 -0.00346051 1 0.00224200 1.19736
OMEGA.2012-05-29T02:57:08.377 -0.0228975 -0.0715838 1 0.00431600 1.28760
OMEGA.2012-05-29T02:58:33.877 -0.0362360 -0.0354872 1 -0.00431600 1.31210
OMEGA.2013-03-18T08:27:55.929 -0.0460368 -0.00881777 1 0.00229300 0.966260
OMEGA.2013-03-18T08:29:29.469 -0.0160593 -0.0219576 1 -0.00229300 0.929108
OMEGA.2013-03-25T05:00:59.852 0.0409813 0.0389807 0 -0.0202220 1.52224
OMEGA.2013-03-25T05:02:35.121 0.0351090 0.0405589 1 -0.0270200 1.29970
OMEGA.2013-04-21T06:05:34.826 0.00663162 -0.0235583 1 0.00301900 1.01235
OMEGA.2013-04-21T06:07:03.276 -5.56911e-05 -0.0407637 1 0.00101300 1.08685
OMEGA.2013-04-29T05:01:36.293 -0.0462235 -0.0608884 1 -0.0138090 0.614899
OMEGA.2013-04-29T05:03:05.583 -0.0209574 -0.0371160 1 -0.00660100 0.553222
OMEGA.2013-06-15T23:52:06.055 0.00319548 -0.0141074 1 0.0315890 1.05500
OMEGA.2013-06-15T23:53:35.316 -0.0140020 -0.0187942 1 0.0320320 1.12432
OMEGA.2013-03-15T06:10:36.786 0.00242190 -0.0178082 1 -0.00218100 1.34073
OMEGA.2013-03-15T06:12:02.077 0.00748937 -0.0118160 1 0.00218100 1.04901
OMEGA.2013-03-05T08:34:38.647 -0.0150148 -0.0359244 1 -0.00346600 0.795943
OMEGA.2013-03-05T08:36:08.348 -0.00106931 -0.0406808 1 0.00346600 0.947589
OMEGA.2012-05-19T03:41:05.774 0.00426725 0.0207256 1 -0.000130000 0.907246
OMEGA.2012-05-19T03:42:35.755 0.00472135 0.0212818 1 0.000130000 0.958757
OMEGA.2012-06-26T02:19:57.880 -0.0206760 -0.0371829 1 0.000289000 0.981271
OMEGA.2012-06-26T02:21:25.390 0.0147644 -0.00622145 1 -0.000289000 0.897985
OMEGA.2013-03-12T08:24:54.738 -0.0132623 -0.0239216 1 -0.000657000 0.786572
OMEGA.2013-03-12T08:26:26.358 0.00970895 -0.0343145 1 0.000657000 0.845939
OMEGA.2013-03-13T08:22:55.778 0.00394407 0.0249280 1 0.000938000 0.929033
OMEGA.2013-03-13T08:24:43.798 0.00286666 0.0205665 1 -0.000938000 0.934705
OMEGA.2012-06-26T00:21:17.523 0.0394762 0.00379354 1 -0.0181680 0.651814
OMEGA.2012-06-26T00:22:45.114 0.0109484 -0.00513624 1 -0.0204880 0.629489
OMEGA.2012-07-15T00:04:56.391 -0.0134857 -0.00629337 1 0.00588200 1.13262
OMEGA.2012-07-15T00:06:21.472 -0.0161570 -0.0124378 1 0.00637200 1.12222
OMEGA.2012-07-16T00:00:43.287 0.0334233 -0.0277029 1 0.0129620 1.13152
OMEGA.2012-07-16T00:02:12.328 0.0168565 -0.0127067 1 0.0134410 1.25600
OMEGA.2012-04-16T05:48:24.468 0.0351831 0.00265756 1 -0.000685000 1.03828
OMEGA.2012-04-16T05:49:54.758 0.0449713 0.00670720 1 0.000685000 0.994135
OMEGA.2012-05-29T04:06:17.789 0.00655507 -0.000777937 0 0.000284000 1.58244
OMEGA.2012-05-29T04:07:44.140 0.00957780 -0.000227453 0 -0.00285500 1.70342
OMEGA.2012-07-19T23:56:31.025 -0.00300099 -0.0178433 1 0.00115600 0.909909
OMEGA.2012-07-19T23:57:55.965 0.00834947 -0.0226144 1 0.00141400 0.851621
OMEGA.2012-07-18T00:02:37.639 -0.0134324 0.0225706 1 0.000552000 0.827060
OMEGA.2012-07-18T00:04:06.040 -0.00912901 -0.0212362 1 -0.000552000 0.704485
OMEGA.2013-03-13T06:48:38.481 -0.0138908 -0.000436037 1 -0.000792000 1.09034
OMEGA.2013-03-13T06:50:27.722 -0.0203449 0.00662169 1 0.000792000 1.09407
OMEGA.2012-05-29T03:00:41.479 0.0108711 -0.0358702 1 -0.00430900 1.18653
OMEGA.2012-05-29T03:02:06.620 -0.0157191 -0.0537770 1 0.00430900 0.988538
OMEGA.2013-03-14T07:05:19.024 -0.0117476 -0.00309871 1 0.000335000 1.05493
OMEGA.2013-03-14T07:06:49.394 -0.0172539 -0.0137333 1 -0.000335000 1.15009
OMEGA.2013-03-26T06:06:27.382 0.0631387 0.00414637 1 -0.0517010 0.768623
OMEGA.2013-03-26T06:08:03.752 0.0707232 -0.0221874 1 -0.0542510 0.754844
OMEGA.2013-06-16T01:59:14.185 -0.0278481 -0.0376513 0 0.0321000 1.71809
OMEGA.2013-06-16T02:00:43.456 -0.00664300 -0.0281488 0 0.0299830 1.40689
OMEGA.2013-07-13T00:03:33.055 -0.00697987 -0.0518120 1 0.0209140 0.784097
OMEGA.2013-07-13T00:05:03.066 0.00838893 -0.0222749 1 0.0229560 0.856147
OMEGA.2013-03-15T07:13:04.867 0.00510600 0.000101852 1 0.00100600 0.864584
OMEGA.2013-03-15T07:14:30.157 -0.0168889 0.0161486 1 -0.00100600 0.968971
OMEGA.2013-03-26T05:03:35.429 0.0716027 0.0185052 1 -0.0278640 0.628740
OMEGA.2013-03-26T05:05:11.849 0.0737507 -0.00209100 1 -0.0231740 0.627016
OMEGA.2013-04-03T07:17:16.964 0.0173185 0.00158473 1 0.0285170 0.842119
OMEGA.2013-04-03T07:18:47.634 -0.0200878 -0.00396679 1 0.0225200 0.813128
OMEGA.2013-03-18T08:31:00.390 -0.0194041 -0.0393676 1 0.00106400 1.02049
OMEGA.2013-03-18T08:32:30.720 -0.00637021 0.00163799 1 -0.00106400 0.953070
OMEGA.2013-03-25T05:04:08.372 0.0485171 0.0243736 1 -0.0310980 1.22722
OMEGA.2013-03-25T05:05:49.982 0.0277235 0.0371154 1 -0.0303680 1.06614
OMEGA.2013-04-21T06:08:30.376 -0.0200024 -0.0129555 1 0.00555000 1.14406
OMEGA.2013-04-21T06:09:57.647 -0.00245111 -0.00271404 1 0.00524700 1.08574
OMEGA.2013-04-29T05:04:34.704 -0.0331072 -0.0549856 1 -0.00846800 0.583280
OMEGA.2013-04-29T05:06:04.474 -0.0162510 -0.0386893 1 -0.00828300 0.582605
OMEGA.2013-06-15T23:55:05.046 0.00625291 -0.0232075 1 0.0342250 1.07759
OMEGA.2013-06-15T23:56:34.646 0.00119007 -0.00200357 1 0.0331940 1.15092
OMEGA.2013-03-15T06:13:28.907 -0.0127428 -0.0256253 1 -0.00213300 1.11724
OMEGA.2013-03-15T06:14:56.448 -0.00469436 -0.0291801 1 0.00213300 1.07422
OMEGA.2013-03-05T08:37:37.828 -0.00634405 -0.0283955 1 -0.000638000 0.903756
OMEGA.2013-03-05T08:39:05.688 -0.0654962 -0.0307030 1 0.000638000 0.826545
OMEGA.2012-05-19T03:44:44.186 0.00928764 0.00556991 1 -4.90000e-05 1.08891
OMEGA.2012-05-19T03:46:14.407 0.0118240 0.0189755 1 4.90000e-05 0.918666
OMEGA.2012-06-26T02:23:25.380 0.00690523 -0.0288532 1 1.80000e-05 1.09891
OMEGA.2012-06-26T02:24:56.290 -0.00464541 -0.0246811 1 -1.80000e-05 1.34769
OMEGA.2013-03-12T08:27:58.509 0.000938601 -0.0351721 1 -0.000771000 0.807273
OMEGA.2013-03-12T08:29:29.409 0.0117758 -0.0429636 1 0.000771000 0.881815
OMEGA.2013-03-13T08:26:34.119 0.0136617 0.0247968 1 -3.70000e-05 0.943049
OMEGA.2013-03-13T08:28:21.139 0.0105474 0.0204450 1 3.70000e-05 1.00215
OMEGA.2012-06-26T00:24:53.494 0.0339592 -0.00814057 1 -0.0219040 0.602167
OMEGA.2012-06-26T00:26:21.374 0.0674683 0.0219515 1 -0.0157570 0.687273
OMEGA.2012-07-15T00:08:26.322 -0.0108760 -0.0270118 0 0.00837100 1.40906
OMEGA.2012-07-15T00:09:51.402 -0.0147648 -0.0132425 1 0.00356200 1.12794
OMEGA.2012-07-16T00:04:11.108 0.0206643 -0.0237544 1 0.0140590 1.18230
OMEGA.2012-07-16T00:05:39.778 0.0252509 -0.0155117 1 0.0116690 1.13465
OMEGA.2012-04-16T05:52:11.380 0.0652842 -0.000281205 1 -0.00420700 1.16869
OMEGA.2012-04-16T05:53:45.271 0.0707738 0.0210431 1 0.00420700 1.07109
OMEGA.2012-05-29T04:09:46.051 -0.0423024 -0.00816573 0 -0.00665800 1.47363
OMEGA.2012-05-29T04:11:13.722 -0.00347917 -0.0322300 0 -0.00401300 2.56709
OMEGA.2012-07-19T23:59:57.735 0.00745261 -0.0293131 1 0.00645500 0.900157
OMEGA.2012-07-20T00:01:27.016 0.00879109 -0.0142747 1 0.00421700 0.900755
OMEGA.2012-07-18T00:06:10.180 0.00177462 -0.0227136 1 -0.000653000 0.662772
OMEGA.2012-07-18T00:07:41.520 0.0124808 -0.0159312 1 0.000653000 0.634088
OMEGA.2013-03-13T06:52:22.682 -0.0181023 -0.00989841 1 -0.000350000 1.21419
OMEGA.2013-03-13T06:54:09.522 -0.0193051 0.000208109 1 0.000350000 1.10808
OMEGA.2012-05-29T03:04:14.552 -0.0172915 -0.0266150 1 -0.00910400 1.59729
OMEGA.2012-05-29T03:05:43.072 -0.00797910 -0.0289205 1 0.00910400 1.52149
OMEGA.2013-03-14T07:08:22.984 -0.0226527 -0.00424765 1 0.00182000 0.995845
OMEGA.2013-03-14T07:09:59.014 -0.0171201 3.78412e-05 1 -0.00182000 1.07412
OMEGA.2013-03-26T06:09:31.592 0.0904310 0.0177024 1 -0.0552790 0.703925
OMEGA.2013-03-26T06:10:57.052 0.0612822 0.0111865 1 -0.0513770 0.697682
OMEGA.2013-06-16T02:02:13.046 -0.000105738 -0.0238828 0 0.0271740 1.40795
OMEGA.2013-06-16T02:03:43.676 -0.0160741 -0.00433006 0 0.0228020 1.41503
